id,timestamp,experiment,activity,userType,userId,action,data,data2
1037,2019-01-07 09:16:52,exp1,36_378,tester,60,NEED_ANSWER,2,généralités
10,2019-01-07 09:29:29,exp1,36_378,teacher,-1,CHANGE_SLIDE,2,1
1088,2019-01-07 09:29:30,exp1,36_378,student,138,SLIDE_AUTO_STOP,0,
11,2019-01-07 09:29:31,exp1,36_378,teacher,-1,CHANGE_SLIDE,1,2
1089,2019-01-07 09:29:33,exp1,36_378,student,138,WRITE_NOTE,2,
1090,2019-01-07 09:29:35,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1093,2019-01-07 09:29:36,exp1,36_378,student,135,SLIDE_PREV,1,
1094,2019-01-07 09:29:36,exp1,36_378,student,135,SLIDE_AUTO_STOP,0,
1091,2019-01-07 09:29:36,exp1,36_378,student,138,SLIDE_AUTO_START,2,
1092,2019-01-07 09:29:36,exp1,36_378,student,138,SLIDE_AUTO_START,2,
1095,2019-01-07 09:29:39,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1096,2019-01-07 09:29:39,exp1,36_378,student,135,SLIDE_NEXT,2,
1097,2019-01-07 09:29:41,exp1,36_378,student,143,WRITE_NOTE,0,
1098,2019-01-07 09:29:42,exp1,36_378,student,135,SLIDE_PREV,1,
1099,2019-01-07 09:29:42,exp1,36_378,student,135,SLIDE_AUTO_STOP,0,
1100,2019-01-07 09:29:43,exp1,36_378,student,138,SLIDE_AUTO_STOP,0,
1101,2019-01-07 09:29:44,exp1,36_378,student,149,SLIDE_PREV,1,
1102,2019-01-07 09:29:44,exp1,36_378,student,149,SLIDE_AUTO_STOP,0,
1103,2019-01-07 09:29:44,exp1,36_378,student,149,SLIDE_PREV,0,
1104,2019-01-07 09:29:44,exp1,36_378,student,149,SLIDE_AUTO_STOP,0,
1105,2019-01-07 09:29:45,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1106,2019-01-07 09:29:45,exp1,36_378,student,135,SLIDE_NEXT,2,
1108,2019-01-07 09:29:47,exp1,36_378,student,149,SLIDE_NEXT,1,
1109,2019-01-07 09:29:50,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1110,2019-01-07 09:29:50,exp1,36_378,student,149,SLIDE_NEXT,2,
1111,2019-01-07 09:29:59,exp1,36_378,student,141,SLIDE_PREV,1,
1112,2019-01-07 09:29:59,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
1113,2019-01-07 09:30:00,exp1,36_378,student,149,WRITE_NOTE,0,
1114,2019-01-07 09:30:01,exp1,36_378,student,141,SLIDE_AUTO_START,2,
1115,2019-01-07 09:30:01,exp1,36_378,student,141,SLIDE_NEXT,2,
1117,2019-01-07 09:30:07,exp1,36_378,student,151,SLIDE_PREV,1,
1118,2019-01-07 09:30:07,exp1,36_378,student,151,SLIDE_AUTO_STOP,0,
1119,2019-01-07 09:30:09,exp1,36_378,student,135,SLIDE_PREV,1,
1120,2019-01-07 09:30:09,exp1,36_378,student,135,SLIDE_AUTO_STOP,0,
1121,2019-01-07 09:30:09,exp1,36_378,student,151,SLIDE_AUTO_START,2,
1122,2019-01-07 09:30:09,exp1,36_378,student,151,SLIDE_NEXT,2,
1125,2019-01-07 09:30:10,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1126,2019-01-07 09:30:10,exp1,36_378,student,135,SLIDE_NEXT,2,
1123,2019-01-07 09:30:10,exp1,36_378,student,143,SLIDE_PREV,1,
1124,2019-01-07 09:30:10,exp1,36_378,student,143,SLIDE_AUTO_STOP,0,
1128,2019-01-07 09:30:12,exp1,36_378,student,143,SLIDE_AUTO_START,2,
1129,2019-01-07 09:30:12,exp1,36_378,student,143,SLIDE_NEXT,2,
1130,2019-01-07 09:30:13,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1131,2019-01-07 09:30:16,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1132,2019-01-07 09:30:17,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1133,2019-01-07 09:30:17,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1134,2019-01-07 09:30:17,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1135,2019-01-07 09:30:17,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1136,2019-01-07 09:30:17,exp1,36_378,student,136,NEED_EXPLAINATION,1,
1137,2019-01-07 09:30:18,exp1,36_378,student,143,SLIDE_AUTO_START,2,
1138,2019-01-07 09:30:20,exp1,36_378,student,143,SLIDE_PREV,1,
1139,2019-01-07 09:30:20,exp1,36_378,student,143,SLIDE_AUTO_STOP,0,
1140,2019-01-07 09:30:21,exp1,36_378,student,136,SLIDE_AUTO_START,1,
1141,2019-01-07 09:30:22,exp1,36_378,student,143,SLIDE_AUTO_START,2,
1142,2019-01-07 09:30:23,exp1,36_378,student,141,WRITE_NOTE,0,
1143,2019-01-07 09:30:27,exp1,36_378,student,151,WRITE_NOTE,0,
1144,2019-01-07 09:30:32,exp1,36_378,student,135,WRITE_NOTE,0,
1146,2019-01-07 09:30:36,exp1,36_378,student,136,WRITE_NOTE,1,
1148,2019-01-07 09:30:46,exp1,36_378,student,157,WRITE_NOTE,0,
12,2019-01-07 09:30:50,exp1,36_378,teacher,-1,CHANGE_SLIDE,2,3
13,2019-01-07 09:30:51,exp1,36_378,teacher,-1,CHANGE_SLIDE,3,2
1150,2019-01-07 09:30:53,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1151,2019-01-07 09:30:54,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1152,2019-01-07 09:30:59,exp1,36_378,student,135,SLIDE_PREV,1,
1153,2019-01-07 09:30:59,exp1,36_378,student,135,SLIDE_AUTO_STOP,0,
1155,2019-01-07 09:31:00,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1156,2019-01-07 09:31:00,exp1,36_378,student,135,SLIDE_NEXT,2,
1158,2019-01-07 09:31:07,exp1,36_378,student,135,SLIDE_PREV,1,
1159,2019-01-07 09:31:07,exp1,36_378,student,135,SLIDE_AUTO_STOP,0,
1160,2019-01-07 09:31:09,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1161,2019-01-07 09:31:09,exp1,36_378,student,135,SLIDE_NEXT,2,
1163,2019-01-07 09:31:11,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1164,2019-01-07 09:31:11,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1165,2019-01-07 09:31:11,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1167,2019-01-07 09:31:12,exp1,36_378,student,135,SLIDE_AUTO_START,2,
1166,2019-01-07 09:31:12,exp1,36_378,student,138,SLIDE_AUTO_START,2,
1168,2019-01-07 09:31:16,exp1,36_378,student,138,SLIDE_PREV,1,
1169,2019-01-07 09:31:16,exp1,36_378,student,138,SLIDE_AUTO_STOP,0,
1170,2019-01-07 09:31:17,exp1,36_378,student,138,SLIDE_PREV,0,
1171,2019-01-07 09:31:17,exp1,36_378,student,138,SLIDE_AUTO_STOP,0,
1172,2019-01-07 09:31:17,exp1,36_378,student,148,WRITE_NOTE,0,
1174,2019-01-07 09:31:23,exp1,36_378,student,139,WRITE_NOTE,0,
1173,2019-01-07 09:31:23,exp1,36_378,student,158,WRITE_NOTE,0,
1177,2019-01-07 09:31:32,exp1,36_378,student,139,SLIDE_AUTO_START,2,
1179,2019-01-07 09:31:40,exp1,36_378,student,141,SLIDE_AUTO_START,2,
1182,2019-01-07 09:31:42,exp1,36_378,student,141,SLIDE_PREV,1,
1183,2019-01-07 09:31:42,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
1184,2019-01-07 09:31:44,exp1,36_378,student,141,SLIDE_AUTO_START,2,
1185,2019-01-07 09:31:44,exp1,36_378,student,141,SLIDE_NEXT,2,
1188,2019-01-07 09:31:46,exp1,36_378,student,149,SLIDE_PREV,1,
1189,2019-01-07 09:31:46,exp1,36_378,student,149,SLIDE_AUTO_STOP,0,
1190,2019-01-07 09:31:46,exp1,36_378,student,149,SLIDE_PREV,0,
1191,2019-01-07 09:31:46,exp1,36_378,student,149,SLIDE_AUTO_STOP,0,
1192,2019-01-07 09:31:47,exp1,36_378,student,149,SLIDE_PREV,-1,
1193,2019-01-07 09:31:47,exp1,36_378,student,149,SLIDE_AUTO_STOP,0,
1195,2019-01-07 09:31:49,exp1,36_378,student,136,SLIDE_GOTO,2,
1196,2019-01-07 09:31:49,exp1,36_378,student,136,SLIDE_AUTO_START,2,
1197,2019-01-07 09:31:50,exp1,36_378,student,157,SLIDE_AUTO_START,2,
1198,2019-01-07 09:31:51,exp1,36_378,student,149,SLIDE_NEXT,0,
1199,2019-01-07 09:31:51,exp1,36_378,student,149,SLIDE_NEXT,1,
1200,2019-01-07 09:31:54,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1201,2019-01-07 09:31:54,exp1,36_378,student,149,SLIDE_NEXT,2,
1202,2019-01-07 09:31:55,exp1,36_378,student,150,SLIDE_PREV,2,
1203,2019-01-07 09:31:55,exp1,36_378,student,150,SLIDE_AUTO_STOP,0,
1204,2019-01-07 09:31:55,exp1,36_378,student,150,SLIDE_PREV,1,
1205,2019-01-07 09:31:55,exp1,36_378,student,150,SLIDE_AUTO_STOP,0,
1206,2019-01-07 09:31:57,exp1,36_378,student,148,SLIDE_PREV,1,
1207,2019-01-07 09:31:57,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
1208,2019-01-07 09:31:58,exp1,36_378,student,148,SLIDE_PREV,0,
1209,2019-01-07 09:31:58,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
1217,2019-01-07 09:31:59,exp1,36_378,student,143,SLIDE_PREV,1,
1218,2019-01-07 09:31:59,exp1,36_378,student,143,SLIDE_AUTO_STOP,0,
1210,2019-01-07 09:31:59,exp1,36_378,student,148,SLIDE_PREV,-1,
1211,2019-01-07 09:31:59,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
1212,2019-01-07 09:31:59,exp1,36_378,student,148,SLIDE_PREV,-2,
1213,2019-01-07 09:31:59,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
1215,2019-01-07 09:31:59,exp1,36_378,student,148,SLIDE_PREV,-3,
1216,2019-01-07 09:31:59,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
1214,2019-01-07 09:31:59,exp1,36_378,student,150,SLIDE_NEXT,2,
1221,2019-01-07 09:32:01,exp1,36_378,student,136,RESOURCE_LIKE,2,2
1220,2019-01-07 09:32:01,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1222,2019-01-07 09:32:01,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1223,2019-01-07 09:32:01,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1224,2019-01-07 09:32:01,exp1,36_378,student,150,SLIDE_PREV,1,
1225,2019-01-07 09:32:01,exp1,36_378,student,150,SLIDE_AUTO_STOP,0,
1227,2019-01-07 09:32:02,exp1,36_378,student,136,RESOURCE_LIKE,2,2
1226,2019-01-07 09:32:02,exp1,36_378,student,148,SLIDE_NEXT,-2,
1228,2019-01-07 09:32:03,exp1,36_378,student,148,SLIDE_NEXT,-1,
1229,2019-01-07 09:32:03,exp1,36_378,student,148,SLIDE_NEXT,0,
1230,2019-01-07 09:32:03,exp1,36_378,student,148,SLIDE_NEXT,1,
1232,2019-01-07 09:32:04,exp1,36_378,student,155,WRITE_NOTE,0,
1237,2019-01-07 09:32:25,exp1,36_378,student,138,RESOURCE_LIKE,0,0
1238,2019-01-07 09:32:27,exp1,36_378,student,136,SLIDE_AUTO_START,2,
1239,2019-01-07 09:32:27,exp1,36_378,student,136,SLIDE_AUTO_START,2,
1240,2019-01-07 09:32:28,exp1,36_378,student,136,SLIDE_AUTO_START,2,
1241,2019-01-07 09:32:28,exp1,36_378,student,136,SLIDE_AUTO_START,2,
1243,2019-01-07 09:32:28,exp1,36_378,student,138,RESOURCE_DISLIKE,0,0
1244,2019-01-07 09:32:32,exp1,36_378,student,138,RESOURCE_DISLIKE,0,0
1246,2019-01-07 09:32:34,exp1,36_378,student,139,SLIDE_PREV,1,
1247,2019-01-07 09:32:34,exp1,36_378,student,139,SLIDE_AUTO_STOP,0,
1248,2019-01-07 09:32:37,exp1,36_378,student,139,SLIDE_AUTO_START,2,
1249,2019-01-07 09:32:37,exp1,36_378,student,139,SLIDE_NEXT,2,
1250,2019-01-07 09:32:39,exp1,36_378,student,149,SLIDE_PREV,1,
1251,2019-01-07 09:32:39,exp1,36_378,student,149,SLIDE_AUTO_STOP,0,
1253,2019-01-07 09:32:41,exp1,36_378,student,149,SLIDE_AUTO_START,2,
1254,2019-01-07 09:32:41,exp1,36_378,student,149,SLIDE_NEXT,2,
1255,2019-01-07 09:32:42,exp1,36_378,student,139,SLIDE_PREV,1,
1256,2019-01-07 09:32:42,exp1,36_378,student,139,SLIDE_AUTO_STOP,0,
1258,2019-01-07 09:32:46,exp1,36_378,student,150,WRITE_NOTE,0,
1266,2019-01-07 09:33:08,exp1,36_378,student,141,SLIDE_PREV,2,
1267,2019-01-07 09:33:08,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
1268,2019-01-07 09:33:09,exp1,36_378,student,141,SLIDE_AUTO_START,3,
1269,2019-01-07 09:33:09,exp1,36_378,student,141,SLIDE_NEXT,3,
1270,2019-01-07 09:33:16,exp1,36_378,student,146,SLIDE_PREV,2,
1271,2019-01-07 09:33:16,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
1272,2019-01-07 09:33:16,exp1,36_378,student,146,SLIDE_PREV,1,
1273,2019-01-07 09:33:16,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
1275,2019-01-07 09:33:20,exp1,36_378,student,150,SLIDE_NEXT,2,
1276,2019-01-07 09:33:22,exp1,36_378,student,150,SLIDE_AUTO_START,3,
1277,2019-01-07 09:33:22,exp1,36_378,student,150,SLIDE_NEXT,3,
1280,2019-01-07 09:33:28,exp1,36_378,student,148,SLIDE_AUTO_START,2,
1281,2019-01-07 09:33:28,exp1,36_378,student,148,SLIDE_NEXT,2,
1283,2019-01-07 09:33:32,exp1,36_378,student,149,SLIDE_PREV,1,
